drug,condition,text,rating,date,helpful_votes,clean_text,word_count,detected_ades,meddra_categories,ade_count,ade_severities
Ozempic (Synthetic),Weight Management,"It works really well, but it's incredibly expensive. Horrible diarrhea nearly every day. I finally have much better blood sugar control. My A1C points dropped tremendously.",5,19-Apr-24,107,works really well incredibly expensive horrible diarrhea nearly every day finally much better blood sugar control a1c points dropped tremendously,20,"blood sugar, diarrhea","Gastrointestinal disorders, Metabolism disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, The best medication I have ever taken. My appetite is so much reduced. I actually have more energy now.",10,05-Sep-24,128,honestly best medication ever taken appetite much reduced actually energy,10,appetite,Metabolism disorders,1,MILD
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, Severe constipation that won't go away. There is terrible injection site pain. I've been dealing with frequent vomiting.",3,01-Oct-23,30,clear severe constipation go away terrible injection site pain dealing frequent vomiting,12,"injection site, vomiting, constipation","General disorders, Gastrointestinal disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,I have major pancreatitis concerns now. Severe constipation that won't go away. Dealing with symptoms of gastroparesis. I'm noticing significant hair loss.,3,26-May-22,45,major pancreatitis concerns severe constipation go away dealing symptoms gastroparesis noticing significant hair loss,14,"constipation, hair loss, pancreatitis","Gastrointestinal disorders, Skin disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"I have constant fatigue. I'm noticing significant hair loss. The medication is effective, but side effects are barely manageable. The nausea is overwhelming.",2,03-Sep-22,61,constant fatigue noticing significant hair loss medication effective side effects barely manageable nausea overwhelming,14,"nausea, fatigue, hair loss","General disorders, Gastrointestinal disorders, Skin disorders",3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, My appetite is so much reduced. It gets the job done, but I feel horrible on injection day.",8,07-Nov-23,99,clear appetite much reduced gets job done feel horrible injection day,11,appetite,Metabolism disorders,1,SEVERE
Ozempic (Synthetic),Weight Management,"It gets the job done, but I feel horrible on injection day. Dealing with symptoms of gastroparesis. I'm noticing significant hair loss. It works really well, but it's incredibly expensive.",3,18-Oct-23,84,gets job done feel horrible injection day dealing symptoms gastroparesis noticing significant hair loss works really well incredibly expensive,19,hair loss,Skin disorders,1,SEVERE
Ozempic (Synthetic),Type 2 Diabetes,"Severe constipation that won't go away. It works really well, but it's incredibly expensive. Dealing with symptoms of gastroparesis. There is terrible injection site pain.",3,04-Mar-24,77,severe constipation go away works really well incredibly expensive dealing symptoms gastroparesis terrible injection site pain,16,"injection site, constipation","General disorders, Gastrointestinal disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"It gets the job done, but I feel horrible on injection day.",1,23-Dec-22,51,gets job done feel horrible injection day,7,,,0,
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, The best medication I have ever taken. Blood sugar is down, though the nausea restricts my life. This drug changed my life completely. I finally have much better blood sugar control. I actually have more energy now.",10,19-Jan-22,27,clear best medication ever taken blood sugar though nausea restricts life drug changed life completely finally much better blood sugar control actually energy,23,"nausea, blood sugar","Gastrointestinal disorders, Metabolism disorders",2,"MILD, MILD"
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, This drug changed my life completely. I've experienced significant weight loss. My appetite is so much reduced.",9,22-Jul-23,82,honestly drug changed life completely experienced significant weight loss appetite much reduced,12,"weight loss, appetite",Metabolism disorders,2,"MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,I've experienced significant weight loss. The best medication I have ever taken.,8,20-Jul-22,6,experienced significant weight loss best medication ever taken,8,weight loss,Metabolism disorders,1,MODERATE
Ozempic (Synthetic),Type 2 Diabetes,"In my experience, My appetite is so much reduced. I actually have more energy now. It works really well, but it's incredibly expensive.",8,13-Jul-23,149,experience appetite much reduced actually energy works really well incredibly expensive,11,appetite,Metabolism disorders,1,MILD
Ozempic (Synthetic),Weight Management,"There is terrible injection site pain. I'm noticing significant hair loss. It works really well, but it's incredibly expensive.",1,16-Aug-22,146,terrible injection site pain noticing significant hair loss works really well incredibly expensive,13,"injection site, hair loss","General disorders, Skin disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, The medication is effective, but side effects are barely manageable. I lose weight, but I'm always tired. It gets the job done, but I feel horrible on injection day.",5,27-Feb-22,36,honestly medication effective side effects barely manageable lose weight always tired gets job done feel horrible injection day,18,tired,General disorders,1,SEVERE
Ozempic (Synthetic),Obesity,"It gets the job done, but I feel horrible on injection day. There is terrible injection site pain. Dealing with symptoms of gastroparesis. I have major pancreatitis concerns now.",3,16-Jul-22,3,gets job done feel horrible injection day terrible injection site pain dealing symptoms gastroparesis major pancreatitis concerns,17,"injection site, pancreatitis","General disorders, Gastrointestinal disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"I lose weight, but I'm always tired. My appetite is so much reduced. Severe constipation that won't go away. It gets the job done, but I feel horrible on injection day. I finally have much better blood sugar control.",4,07-Jun-22,0,lose weight always tired appetite much reduced severe constipation go away gets job done feel horrible injection day finally much better blood sugar control,24,"appetite, tired, constipation, blood sugar","General disorders, Gastrointestinal disorders, Metabolism disorders",4,"SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"I actually have more energy now. This drug changed my life completely. The medication is effective, but side effects are barely manageable. It works really well, but it's incredibly expensive.",10,26-Dec-22,127,actually energy drug changed life completely medication effective side effects barely manageable works really well incredibly expensive,17,,,0,
Ozempic (Synthetic),Obesity,"Honestly, It works really well, but it's incredibly expensive. I have major pancreatitis concerns now. Dealing with symptoms of gastroparesis. I've been dealing with frequent vomiting.",3,18-Feb-22,80,honestly works really well incredibly expensive major pancreatitis concerns dealing symptoms gastroparesis dealing frequent vomiting,15,"vomiting, pancreatitis",Gastrointestinal disorders,2,"MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,"The medication is effective, but side effects are barely manageable. I actually have more energy now. I finally have much better blood sugar control. Blood sugar is down, though the nausea restricts my life.",8,17-Aug-23,100,medication effective side effects barely manageable actually energy finally much better blood sugar control blood sugar though nausea restricts life,20,"nausea, blood sugar","Gastrointestinal disorders, Metabolism disorders",2,"MILD, MILD"
Ozempic (Synthetic),Type 2 Diabetes,I have major pancreatitis concerns now. I have constant fatigue. I've been dealing with frequent vomiting.,3,25-Nov-24,134,major pancreatitis concerns constant fatigue dealing frequent vomiting,8,"fatigue, vomiting, pancreatitis","General disorders, Gastrointestinal disorders",3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Weight Management,"I've experienced significant weight loss. My A1C points dropped tremendously. I lose weight, but I'm always tired.",10,09-Jun-23,88,experienced significant weight loss a1c points dropped tremendously lose weight always tired,12,"weight loss, tired","General disorders, Metabolism disorders",2,"MODERATE, MODERATE"
Ozempic (Synthetic),Weight Management,"I'm noticing significant hair loss. Dealing with symptoms of gastroparesis. Severe constipation that won't go away. It gets the job done, but I feel horrible on injection day.",2,04-Aug-24,10,noticing significant hair loss dealing symptoms gastroparesis severe constipation go away gets job done feel horrible injection day,18,"constipation, hair loss","Gastrointestinal disorders, Skin disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,Horrible diarrhea nearly every day. Severe constipation that won't go away. I have major pancreatitis concerns now. I have constant fatigue.,1,20-Dec-24,30,horrible diarrhea nearly every day severe constipation go away major pancreatitis concerns constant fatigue,14,"fatigue, constipation, pancreatitis, diarrhea","General disorders, Gastrointestinal disorders",4,"SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Weight Management,"In my experience, I actually have more energy now. My appetite is so much reduced.",8,18-Jul-24,60,experience actually energy appetite much reduced,6,appetite,Metabolism disorders,1,MILD
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, I have constant fatigue. I actually have more energy now. It gets the job done, but I feel horrible on injection day. It works really well, but it's incredibly expensive. Severe constipation that won't go away.",7,14-Jul-24,126,honestly constant fatigue actually energy gets job done feel horrible injection day works really well incredibly expensive severe constipation go away,21,"fatigue, constipation","General disorders, Gastrointestinal disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,I have constant fatigue. I'm noticing significant hair loss. I have major pancreatitis concerns now. There is terrible injection site pain.,1,06-Jun-24,53,constant fatigue noticing significant hair loss major pancreatitis concerns terrible injection site pain,13,"injection site, fatigue, hair loss, pancreatitis","General disorders, Gastrointestinal disorders, Skin disorders",4,"SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Weight Management,"To be clear, I've experienced significant weight loss. The best medication I have ever taken.",8,01-Apr-23,39,clear experienced significant weight loss best medication ever taken,9,weight loss,Metabolism disorders,1,MODERATE
Ozempic (Synthetic),Obesity,"To be clear, I finally have much better blood sugar control. I actually have more energy now.",9,03-Jul-23,29,clear finally much better blood sugar control actually energy,9,blood sugar,Metabolism disorders,1,MILD
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, My appetite is so much reduced. This drug changed my life completely. I actually have more energy now.",10,10-Dec-22,141,honestly appetite much reduced drug changed life completely actually energy,10,appetite,Metabolism disorders,1,MILD
Ozempic (Synthetic),Weight Management,There is terrible injection site pain.,3,12-Aug-23,15,terrible injection site pain,4,injection site,General disorders,1,SEVERE
Ozempic (Synthetic),Weight Management,I actually have more energy now. This drug changed my life completely. I've experienced significant weight loss.,8,11-Aug-22,4,actually energy drug changed life completely experienced significant weight loss,10,weight loss,Metabolism disorders,1,MODERATE
Ozempic (Synthetic),Weight Management,"In my experience, Horrible diarrhea nearly every day. Severe constipation that won't go away.",1,04-Oct-22,130,experience horrible diarrhea nearly every day severe constipation go away,10,"constipation, diarrhea",Gastrointestinal disorders,2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"I've experienced significant weight loss. Blood sugar is down, though the nausea restricts my life. This drug changed my life completely. I have constant fatigue.",4,27-Dec-22,116,experienced significant weight loss blood sugar though nausea restricts life drug changed life completely constant fatigue,16,"nausea, weight loss, fatigue, blood sugar","General disorders, Gastrointestinal disorders, Metabolism disorders",4,"MODERATE, MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,"My A1C points dropped tremendously. I lose weight, but I'm always tired. It gets the job done, but I feel horrible on injection day. The medication is effective, but side effects are barely manageable. I finally have much better blood sugar control.",4,19-Jan-22,91,a1c points dropped tremendously lose weight always tired gets job done feel horrible injection day medication effective side effects barely manageable finally much better blood sugar control,27,"tired, blood sugar","General disorders, Metabolism disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Weight Management,"In my experience, It gets the job done, but I feel horrible on injection day. I lose weight, but I'm always tired.",5,10-Nov-24,40,experience gets job done feel horrible injection day lose weight always tired,12,tired,General disorders,1,SEVERE
Ozempic (Synthetic),Weight Management,Dealing with symptoms of gastroparesis. I have constant fatigue. There is terrible injection site pain. I have major pancreatitis concerns now.,1,02-Dec-22,129,dealing symptoms gastroparesis constant fatigue terrible injection site pain major pancreatitis concerns,12,"injection site, fatigue, pancreatitis","General disorders, Gastrointestinal disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"Honestly, I have major pancreatitis concerns now. I've been dealing with frequent vomiting.",2,17-Nov-24,0,honestly major pancreatitis concerns dealing frequent vomiting,7,"vomiting, pancreatitis",Gastrointestinal disorders,2,"MODERATE, MODERATE"
Ozempic (Synthetic),Weight Management,"Honestly, I finally have much better blood sugar control. Blood sugar is down, though the nausea restricts my life. I actually have more energy now.",10,30-Jan-22,77,honestly finally much better blood sugar control blood sugar though nausea restricts life actually energy,15,"nausea, blood sugar","Gastrointestinal disorders, Metabolism disorders",2,"MILD, MILD"
Ozempic (Synthetic),Type 2 Diabetes,"There is terrible injection site pain. It gets the job done, but I feel horrible on injection day. I finally have much better blood sugar control.",4,13-Feb-24,61,terrible injection site pain gets job done feel horrible injection day finally much better blood sugar control,17,"injection site, blood sugar","General disorders, Metabolism disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Weight Management,"In my experience, I've been dealing with frequent vomiting. Blood sugar is down, though the nausea restricts my life. The medication is effective, but side effects are barely manageable.",3,15-Jan-22,50,experience dealing frequent vomiting blood sugar though nausea restricts life medication effective side effects barely manageable,16,"nausea, vomiting, blood sugar","Gastrointestinal disorders, Metabolism disorders",3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,"In my experience, The nausea is overwhelming. Severe constipation that won't go away.",3,26-Jul-23,84,experience nausea overwhelming severe constipation go away,7,"nausea, constipation",Gastrointestinal disorders,2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, I'm noticing significant hair loss. The medication is effective, but side effects are barely manageable. Blood sugar is down, though the nausea restricts my life. It works really well, but it's incredibly expensive.",6,27-May-23,61,clear noticing significant hair loss medication effective side effects barely manageable blood sugar though nausea restricts life works really well incredibly expensive,22,"nausea, hair loss, blood sugar","Gastrointestinal disorders, Skin disorders, Metabolism disorders",3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,"To be clear, Severe constipation that won't go away. I have major pancreatitis concerns now. The medication is effective, but side effects are barely manageable. I'm noticing significant hair loss.",1,18-Jul-22,93,clear severe constipation go away major pancreatitis concerns medication effective side effects barely manageable noticing significant hair loss,18,"constipation, hair loss, pancreatitis","Gastrointestinal disorders, Skin disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"I've been dealing with frequent vomiting. Severe constipation that won't go away. I have major pancreatitis concerns now. I'm noticing significant hair loss. Blood sugar is down, though the nausea restricts my life.",2,22-Nov-24,65,dealing frequent vomiting severe constipation go away major pancreatitis concerns noticing significant hair loss blood sugar though nausea restricts life,20,"vomiting, pancreatitis, nausea, blood sugar, hair loss, constipation","Gastrointestinal disorders, Skin disorders, Metabolism disorders",6,"SEVERE, SEVERE, SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"To be clear, Dealing with symptoms of gastroparesis. The medication is effective, but side effects are barely manageable. This drug changed my life completely. Severe constipation that won't go away. It works really well, but it's incredibly expensive.",6,12-Oct-22,116,clear dealing symptoms gastroparesis medication effective side effects barely manageable drug changed life completely severe constipation go away works really well incredibly expensive,23,constipation,Gastrointestinal disorders,1,SEVERE
Ozempic (Synthetic),Obesity,"In my experience, The nausea is overwhelming. I have constant fatigue. I lose weight, but I'm always tired.",2,20-Apr-23,137,experience nausea overwhelming constant fatigue lose weight always tired,9,"nausea, fatigue, tired","General disorders, Gastrointestinal disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"I lose weight, but I'm always tired. The nausea is overwhelming.",2,18-Feb-23,87,lose weight always tired nausea overwhelming,6,"nausea, tired","General disorders, Gastrointestinal disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"I finally have much better blood sugar control. My appetite is so much reduced. The medication is effective, but side effects are barely manageable.",9,21-Mar-23,1,finally much better blood sugar control appetite much reduced medication effective side effects barely manageable,15,"appetite, blood sugar",Metabolism disorders,2,"MILD, MILD"
Ozempic (Synthetic),Obesity,"In my experience, Blood sugar is down, though the nausea restricts my life. It works really well, but it's incredibly expensive. This drug changed my life completely. The medication is effective, but side effects are barely manageable. I've experienced significant weight loss.",8,12-Sep-24,66,experience blood sugar though nausea restricts life works really well incredibly expensive drug changed life completely medication effective side effects barely manageable experienced significant weight loss,26,"nausea, weight loss, blood sugar","Gastrointestinal disorders, Metabolism disorders",3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,"This drug changed my life completely. I've experienced significant weight loss. It works really well, but it's incredibly expensive.",8,06-Apr-22,80,drug changed life completely experienced significant weight loss works really well incredibly expensive,13,weight loss,Metabolism disorders,1,MODERATE
Ozempic (Synthetic),Type 2 Diabetes,"There is terrible injection site pain. The nausea is overwhelming. The medication is effective, but side effects are barely manageable. I have major pancreatitis concerns now.",2,14-Aug-22,139,terrible injection site pain nausea overwhelming medication effective side effects barely manageable major pancreatitis concerns,15,"nausea, injection site, pancreatitis","General disorders, Gastrointestinal disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"I've experienced significant weight loss. My appetite is so much reduced. It works really well, but it's incredibly expensive. I actually have more energy now.",10,28-Oct-22,130,experienced significant weight loss appetite much reduced works really well incredibly expensive actually energy,14,"weight loss, appetite",Metabolism disorders,2,"MODERATE, MODERATE"
Ozempic (Synthetic),Weight Management,"In my experience, I've been dealing with frequent vomiting. Dealing with symptoms of gastroparesis. I'm noticing significant hair loss. Severe constipation that won't go away. The nausea is overwhelming.",3,20-Nov-24,28,experience dealing frequent vomiting dealing symptoms gastroparesis noticing significant hair loss severe constipation go away nausea overwhelming,17,"nausea, vomiting, hair loss, constipation","Gastrointestinal disorders, Skin disorders",4,"SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"In my experience, I have major pancreatitis concerns now. I'm noticing significant hair loss. Dealing with symptoms of gastroparesis. The nausea is overwhelming.",3,18-Jun-24,102,experience major pancreatitis concerns noticing significant hair loss dealing symptoms gastroparesis nausea overwhelming,13,"nausea, hair loss, pancreatitis","Gastrointestinal disorders, Skin disorders",3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,This drug changed my life completely. I finally have much better blood sugar control. My A1C points dropped tremendously.,10,19-Jun-24,82,drug changed life completely finally much better blood sugar control a1c points dropped tremendously,14,blood sugar,Metabolism disorders,1,MILD
Ozempic (Synthetic),Obesity,I have constant fatigue. I have major pancreatitis concerns now.,1,18-Dec-23,62,constant fatigue major pancreatitis concerns,5,"fatigue, pancreatitis","General disorders, Gastrointestinal disorders",2,"MODERATE, MODERATE"
Ozempic (Synthetic),Weight Management,"I finally have much better blood sugar control. My appetite is so much reduced. The best medication I have ever taken. I've experienced significant weight loss. The medication is effective, but side effects are barely manageable.",9,14-Sep-22,51,finally much better blood sugar control appetite much reduced best medication ever taken experienced significant weight loss medication effective side effects barely manageable,23,"weight loss, blood sugar, appetite",Metabolism disorders,3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, I finally have much better blood sugar control. The medication is effective, but side effects are barely manageable.",10,31-Jan-22,40,clear finally much better blood sugar control medication effective side effects barely manageable,13,blood sugar,Metabolism disorders,1,MILD
Ozempic (Synthetic),Obesity,"Honestly, I have major pancreatitis concerns now. I have constant fatigue.",3,08-May-24,126,honestly major pancreatitis concerns constant fatigue,6,"fatigue, pancreatitis","General disorders, Gastrointestinal disorders",2,"MILD, MILD"
Ozempic (Synthetic),Weight Management,I have major pancreatitis concerns now. The nausea is overwhelming. Severe constipation that won't go away. I'm noticing significant hair loss.,7,24-Aug-24,18,major pancreatitis concerns nausea overwhelming severe constipation go away noticing significant hair loss,13,"nausea, constipation, hair loss, pancreatitis","Gastrointestinal disorders, Skin disorders",4,"SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"I've experienced significant weight loss. It gets the job done, but I feel horrible on injection day.",10,19-Aug-24,19,experienced significant weight loss gets job done feel horrible injection day,11,weight loss,Metabolism disorders,1,SEVERE
Ozempic (Synthetic),Obesity,"The medication is effective, but side effects are barely manageable. I finally have much better blood sugar control.",9,31-Jul-22,21,medication effective side effects barely manageable finally much better blood sugar control,12,blood sugar,Metabolism disorders,1,MILD
Ozempic (Synthetic),Weight Management,I have constant fatigue. The nausea is overwhelming. There is terrible injection site pain.,3,17-Oct-24,117,constant fatigue nausea overwhelming terrible injection site pain,8,"nausea, fatigue, injection site","General disorders, Gastrointestinal disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"In my experience, It works really well, but it's incredibly expensive. I've experienced significant weight loss.",10,01-Jul-23,96,experience works really well incredibly expensive experienced significant weight loss,10,weight loss,Metabolism disorders,1,MODERATE
Ozempic (Synthetic),Obesity,"It works really well, but it's incredibly expensive. This drug changed my life completely. The best medication I have ever taken. I finally have much better blood sugar control.",9,20-Aug-23,61,works really well incredibly expensive drug changed life completely best medication ever taken finally much better blood sugar control,19,blood sugar,Metabolism disorders,1,MILD
Ozempic (Synthetic),Type 2 Diabetes,"I lose weight, but I'm always tired. Severe constipation that won't go away. The nausea is overwhelming. I've been dealing with frequent vomiting.",1,06-Sep-23,101,lose weight always tired severe constipation go away nausea overwhelming dealing frequent vomiting,13,"nausea, tired, vomiting, constipation","General disorders, Gastrointestinal disorders",4,"SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"I finally have much better blood sugar control. I lose weight, but I'm always tired.",6,22-Apr-22,72,finally much better blood sugar control lose weight always tired,10,"tired, blood sugar","General disorders, Metabolism disorders",2,"MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,I've been dealing with frequent vomiting. I have constant fatigue. I have major pancreatitis concerns now.,2,27-Aug-23,99,dealing frequent vomiting constant fatigue major pancreatitis concerns,8,"fatigue, vomiting, pancreatitis","General disorders, Gastrointestinal disorders",3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, I actually have more energy now. My A1C points dropped tremendously. My appetite is so much reduced.",9,13-Sep-24,92,honestly actually energy a1c points dropped tremendously appetite much reduced,10,appetite,Metabolism disorders,1,MILD
Ozempic (Synthetic),Type 2 Diabetes,"In my experience, The nausea is overwhelming. Dealing with symptoms of gastroparesis. It gets the job done, but I feel horrible on injection day.",1,29-Dec-22,40,experience nausea overwhelming dealing symptoms gastroparesis gets job done feel horrible injection day,13,nausea,Gastrointestinal disorders,1,SEVERE
Ozempic (Synthetic),Weight Management,The best medication I have ever taken. My A1C points dropped tremendously. This drug changed my life completely. I actually have more energy now.,10,18-Nov-24,74,best medication ever taken a1c points dropped tremendously drug changed life completely actually energy,14,,,0,
Ozempic (Synthetic),Weight Management,"Severe constipation that won't go away. I lose weight, but I'm always tired. I have major pancreatitis concerns now. I'm noticing significant hair loss.",3,21-Jan-24,60,severe constipation go away lose weight always tired major pancreatitis concerns noticing significant hair loss,15,"tired, constipation, hair loss, pancreatitis","General disorders, Gastrointestinal disorders, Skin disorders",4,"SEVERE, SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,Horrible diarrhea nearly every day. I've been dealing with frequent vomiting.,1,14-Dec-24,110,horrible diarrhea nearly every day dealing frequent vomiting,8,"vomiting, diarrhea",Gastrointestinal disorders,2,"SEVERE, SEVERE"
Ozempic (Synthetic),Obesity,"Honestly, I have constant fatigue. Dealing with symptoms of gastroparesis.",2,11-Apr-22,89,honestly constant fatigue dealing symptoms gastroparesis,6,fatigue,General disorders,1,MILD
Ozempic (Synthetic),Type 2 Diabetes,"In my experience, My A1C points dropped tremendously. It gets the job done, but I feel horrible on injection day. The best medication I have ever taken.",8,07-Oct-24,132,experience a1c points dropped tremendously gets job done feel horrible injection day best medication ever taken,16,,,0,
Ozempic (Synthetic),Weight Management,"In my experience, I have major pancreatitis concerns now. The nausea is overwhelming. I've been dealing with frequent vomiting.",2,19-Feb-23,80,experience major pancreatitis concerns nausea overwhelming dealing frequent vomiting,9,"nausea, vomiting, pancreatitis",Gastrointestinal disorders,3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, It gets the job done, but I feel horrible on injection day. There is terrible injection site pain. My appetite is so much reduced. Dealing with symptoms of gastroparesis.",6,05-Oct-24,106,clear gets job done feel horrible injection day terrible injection site pain appetite much reduced dealing symptoms gastroparesis,18,"injection site, appetite","General disorders, Metabolism disorders",2,"SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, My A1C points dropped tremendously. This drug changed my life completely.",8,30-Apr-22,51,honestly a1c points dropped tremendously drug changed life completely,9,,,0,
Ozempic (Synthetic),Weight Management,"I have major pancreatitis concerns now. It works really well, but it's incredibly expensive. Blood sugar is down, though the nausea restricts my life.",4,01-Sep-24,30,major pancreatitis concerns works really well incredibly expensive blood sugar though nausea restricts life,14,"nausea, blood sugar, pancreatitis","Gastrointestinal disorders, Metabolism disorders",3,"MILD, MILD, MILD"
Ozempic (Synthetic),Weight Management,"Dealing with symptoms of gastroparesis. I've been dealing with frequent vomiting. I have major pancreatitis concerns now. It works really well, but it's incredibly expensive. I'm noticing significant hair loss.",3,16-Feb-23,65,dealing symptoms gastroparesis dealing frequent vomiting major pancreatitis concerns works really well incredibly expensive noticing significant hair loss,18,"vomiting, hair loss, pancreatitis","Gastrointestinal disorders, Skin disorders",3,"MODERATE, MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,"It works really well, but it's incredibly expensive.",2,27-Jan-24,149,works really well incredibly expensive,5,,,0,
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, I've been dealing with frequent vomiting. There is terrible injection site pain. The nausea is overwhelming.",1,18-Jul-23,148,honestly dealing frequent vomiting terrible injection site pain nausea overwhelming,10,"nausea, vomiting, injection site","General disorders, Gastrointestinal disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,The nausea is overwhelming. I'm noticing significant hair loss.,4,03-Dec-22,145,nausea overwhelming noticing significant hair loss,6,"nausea, hair loss","Gastrointestinal disorders, Skin disorders",2,"MODERATE, MODERATE"
Ozempic (Synthetic),Obesity,"Honestly, The nausea is overwhelming. Dealing with symptoms of gastroparesis. It works really well, but it's incredibly expensive. I have major pancreatitis concerns now.",2,08-Mar-23,121,honestly nausea overwhelming dealing symptoms gastroparesis works really well incredibly expensive major pancreatitis concerns,14,"nausea, pancreatitis",Gastrointestinal disorders,2,"MILD, MILD"
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, My A1C points dropped tremendously. The best medication I have ever taken. This drug changed my life completely. I actually have more energy now.",8,05-Mar-22,19,clear a1c points dropped tremendously best medication ever taken drug changed life completely actually energy,15,,,0,
Ozempic (Synthetic),Type 2 Diabetes,I've been dealing with frequent vomiting. I'm noticing significant hair loss.,1,03-Oct-22,103,dealing frequent vomiting noticing significant hair loss,7,"vomiting, hair loss","Gastrointestinal disorders, Skin disorders",2,"MODERATE, MODERATE"
Ozempic (Synthetic),Type 2 Diabetes,"Honestly, I have constant fatigue. There is terrible injection site pain. Dealing with symptoms of gastroparesis. Severe constipation that won't go away.",2,24-Jul-23,26,honestly constant fatigue terrible injection site pain dealing symptoms gastroparesis severe constipation go away,14,"injection site, fatigue, constipation","General disorders, Gastrointestinal disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Weight Management,I'm noticing significant hair loss. Dealing with symptoms of gastroparesis.,2,30-Dec-23,143,noticing significant hair loss dealing symptoms gastroparesis,7,hair loss,Skin disorders,1,MODERATE
Ozempic (Synthetic),Type 2 Diabetes,"The medication is effective, but side effects are barely manageable. Dealing with symptoms of gastroparesis. Severe constipation that won't go away. I've been dealing with frequent vomiting. There is terrible injection site pain.",1,13-Apr-23,25,medication effective side effects barely manageable dealing symptoms gastroparesis severe constipation go away dealing frequent vomiting terrible injection site pain,20,"injection site, vomiting, constipation","General disorders, Gastrointestinal disorders",3,"SEVERE, SEVERE, SEVERE"
Ozempic (Synthetic),Type 2 Diabetes,"To be clear, Severe constipation that won't go away. I have constant fatigue.",3,18-Jul-24,57,clear severe constipation go away constant fatigue,7,"fatigue, constipation","General disorders, Gastrointestinal disorders",2,"SEVERE, SEVERE"
